Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
NMH002_NPC_24H:BRD-A73908300-001-03-4:10	DB13978	Selisistat	0.28692379076309477	2.0194696481980334	<0.0001	<0.0001	NPC
CPC015_NPC_24H:BRD-A41145729-001-02-7:10	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	-0.29930626446209535	-2.0190330793905664	<0.0001	<0.0001	NPC
LJP007_NEU_24H:C03	DB11800	Tivozanib	-0.3023738293950504	-2.0156514354978854	<0.0001	<0.0001	NEU
LJP007_NEU_24H:E02	DB11743	Ipatasertib	-0.34316014319004157	-2.0155038490765294	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-A58048407-001-12-1:10	DB00393	Nimodipine	0.3282062952925217	2.014446882452981	<0.0001	<0.0001	NEU
AML001_U937_24H:BRD-K43389675:0.37037	DB00694	Daunorubicin	-0.3340294142911348	-2.0126894648988243	<0.0001	<0.0001	U937
LJP007_NPC.CAS9_24H:F13	DB12247	AZD-4547	-0.31547638668238764	-2.0123754657697295	<0.0001	<0.0001	NPC.CAS9
LPROT002_NPC.TAK_6H:K06	DB06803	Niclosamide	0.3421991238930676	2.010165739636144	<0.0001	<0.0001	NPC.TAK
NMH002_NEU_24H:BRD-K67102207-236-03-6:10	DB06819	Phenylbutyric acid	0.3395263588217662	2.0096779224196175	<0.0001	<0.0001	NEU
CPC006_SKM1_6H:BRD-K78126613-001-16-0:10	DB00170	Menadione	-0.31276662068825034	-2.0088905700151063	<0.0001	<0.0001	SKM1
CPC012_NEU_24H:BRD-K72238567-001-12-4:10	DB04441	2-Fluoroadenosine	-0.3017835710300563	-2.008622402712983	<0.0001	<0.0001	NEU
NMH002_NEU_6H:BRD-K62012036-001-10-2:10	DB00459	Acitretin	-0.2941848228968943	-2.008255279304407	<0.0001	<0.0001	NEU
DOSBIO002_NEU_24H:BRD-K81418486:10	DB02546	Vorinostat	-0.35913903315442003	-2.007056668512869	<0.0001	<0.0001	NEU
CPC017_NPC_24H:BRD-K48970916-001-03-0:10	DB01406	Danazol	0.33006292701192846	2.006532234370935	<0.0001	<0.0001	NPC
LJP008_NEU_24H:P18	DB11662	Rabusertib	-0.32961919215038765	-2.0041933496361852	<0.0001	<0.0001	NEU
LJP009_NEU_24H:K09	DB11962	GSK-1059615	0.3707868542161783	2.0021471991036006	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K74733595-001-02-9:10	DB07350	(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide	-0.3378093629830479	-2.0014355177688112	<0.0001	<0.0001	NEU
LJP007_NEU_24H:H11	DB09053	Ibrutinib	0.33089241424877963	2.000965468237395	<0.0001	<0.0001	NEU
LJP008_NPC_24H:K09	DB11962	GSK-1059615	0.39457060162245844	1.9976803798391625	<0.0001	<0.0001	NPC
